Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceOverMean
418,70,RL,86,22420,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,BrkTil,Gd,TA,No,BLQ,1128,1370,GasW,TA,N,FuseA,1370,1254,4,1,TA,10,Typ,1,Gd,Detchd,1918,3,864,TA,N,0,0,NA,NA,11,2007,WD,Normal,239000,TRUE
419,50,RL,60,8160,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,BrkTil,TA,TA,No,ALQ,312,756,GasA,Fa,N,FuseF,756,378,3,1,TA,7,Typ,0,NA,Detchd,1940,1,240,TA,P,0,0,NA,NA,4,2007,WD,AdjLand,126000,FALSE
420,20,RL,65,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,CBlock,TA,TA,No,BLQ,775,1056,GasA,Ex,Y,SBrkr,1056,0,3,1,TA,6,Typ,1,Fa,Attchd,1968,1,304,TA,Y,0,0,NA,NA,7,2010,WD,Normal,142000,FALSE
421,90,RM,78,7060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,PConc,Gd,Gd,Gd,GLQ,1309,1344,GasA,Ex,Y,SBrkr,1344,0,2,2,TA,8,Typ,0,NA,Attchd,1997,4,784,TA,Y,0,0,NA,NA,11,2008,WD,Alloca,206300,TRUE
422,20,RL,NA,16635,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CBlock,Gd,TA,No,ALQ,1246,1602,GasA,Gd,Y,SBrkr,1602,0,3,1,Gd,8,Typ,1,TA,Attchd,1977,2,529,TA,Y,240,0,NA,NA,6,2009,WD,Normal,215000,TRUE
423,20,RL,100,21750,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,CBlock,TA,TA,No,Unf,0,988,GasA,Ex,Y,FuseA,988,0,2,1,TA,4,Typ,0,NA,Attchd,1954,2,520,TA,N,0,0,NA,NA,2,2008,WD,Normal,113000,FALSE
424,60,RL,80,9200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,986,1470,GasA,Gd,Y,SBrkr,1470,1160,4,1,Gd,8,Typ,1,TA,Attchd,1998,3,696,TA,Y,0,0,NA,NA,6,2008,WD,Normal,315000,TRUE
425,20,RL,72,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,CBlock,Gd,TA,No,LwQ,616,1196,GasA,Gd,Y,FuseA,1196,0,2,1,TA,6,Typ,1,Gd,Attchd,1956,1,297,TA,Y,0,0,NA,NA,5,2008,WD,Normal,139000,FALSE
426,60,RM,60,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,CBlock,TA,TA,No,Unf,0,651,GasA,Gd,Y,SBrkr,707,682,3,1,TA,6,Typ,2,Gd,Detchd,1947,1,240,TA,P,0,0,NA,NA,9,2009,WD,Normal,135000,FALSE
427,80,RL,NA,12800,Pave,NA,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,PConc,Gd,TA,Gd,GLQ,1518,1518,GasA,Gd,Y,SBrkr,1644,0,2,1,Gd,5,Typ,1,TA,Attchd,1989,2,569,TA,Y,80,0,NA,NA,8,2009,WD,Normal,275000,TRUE
428,20,RL,77,8593,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,CBlock,TA,TA,No,Rec,288,907,GasA,Ex,Y,SBrkr,907,0,3,1,TA,5,Typ,0,NA,Detchd,1964,1,352,TA,Y,0,0,NA,NA,7,2008,WD,Normal,109008,FALSE
429,20,RL,64,6762,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,664,1208,GasA,Ex,Y,SBrkr,1208,0,2,1,Gd,6,Typ,0,NA,Attchd,2007,2,628,TA,Y,105,0,NA,NA,9,2007,New,Partial,195400,TRUE
430,20,RL,130,11457,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,CBlock,Gd,TA,Mn,GLQ,1005,1392,GasA,TA,Y,SBrkr,1412,0,3,1,Gd,6,Typ,1,TA,Attchd,1988,2,576,TA,Y,0,0,NA,NA,3,2009,WD,Normal,175000,FALSE
431,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,CBlock,TA,TA,No,ALQ,387,483,GasA,TA,Y,SBrkr,483,504,2,1,TA,4,Typ,0,NA,Detchd,1971,1,264,TA,Y,0,0,NA,NA,7,2008,COD,Abnorml,85400,FALSE
432,50,RM,60,5586,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,BrkTil,TA,TA,No,Unf,0,901,GasA,Gd,Y,SBrkr,1088,110,4,1,TA,7,Typ,0,NA,NA,NA,0,0,NA,N,0,0,NA,MnPrv,9,2008,ConLD,Abnorml,79900,FALSE
433,160,RM,24,1920,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,CBlock,TA,TA,No,ALQ,471,765,GasA,Ex,Y,SBrkr,765,600,2,1,TA,6,Min1,0,NA,Detchd,1971,2,440,TA,Y,240,0,NA,NA,8,2007,WD,Normal,122500,FALSE
434,60,RL,100,10839,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,926,GasA,Ex,Y,SBrkr,926,678,3,1,TA,7,Typ,1,TA,Attchd,1997,2,470,TA,Y,0,0,NA,NA,7,2008,WD,Normal,181000,TRUE
435,180,RM,21,1890,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CBlock,Gd,TA,Av,ALQ,495,630,GasA,Gd,Y,SBrkr,630,0,1,1,TA,3,Typ,0,NA,NA,NA,0,0,NA,Y,88,0,NA,NA,6,2008,WD,Normal,81000,FALSE
436,60,RL,43,10667,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,GLQ,385,799,GasA,Ex,Y,SBrkr,827,834,3,1,Gd,6,Typ,1,TA,Attchd,1996,2,550,TA,Y,158,0,NA,NA,4,2009,ConLw,Normal,212000,TRUE
437,50,RM,40,4400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,BrkTil,Fa,TA,No,Unf,0,648,GasA,TA,Y,FuseA,734,384,2,1,TA,6,Typ,0,NA,Detchd,1990,2,440,TA,Y,0,0,NA,NA,10,2006,WD,Normal,116000,FALSE
438,45,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,PConc,TA,TA,No,Unf,0,884,GasA,Gd,Y,SBrkr,904,0,2,1,TA,4,Typ,0,NA,Detchd,1926,1,180,TA,Y,0,0,NA,NA,1,2009,WD,Normal,119000,FALSE
439,30,RL,40,4280,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,PConc,TA,TA,No,LwQ,365,440,GasA,TA,N,SBrkr,694,0,2,1,Gd,4,Typ,1,Gd,Detchd,1990,1,352,Gd,P,0,0,NA,MnPrv,3,2007,WD,Normal,90350,FALSE
440,50,RL,67,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,BrkTil,TA,Fa,Mn,Unf,0,684,GasA,Gd,Y,SBrkr,684,512,3,1,Gd,7,Typ,0,NA,Detchd,2005,2,528,TA,Y,0,0,NA,GdPrv,8,2009,ConLI,Normal,110000,FALSE
441,20,RL,105,15431,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,PConc,Ex,TA,Gd,GLQ,1767,3094,GasA,Ex,Y,SBrkr,2402,0,2,1,Ex,10,Typ,2,Gd,Attchd,2008,3,672,TA,Y,0,0,NA,NA,4,2009,WD,Normal,555000,TRUE
442,90,RL,92,12108,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,CBlock,TA,TA,No,ALQ,133,1440,GasA,TA,N,FuseF,1440,0,4,2,Fa,8,Typ,0,NA,NA,NA,0,0,NA,Y,0,0,NA,NA,9,2008,WD,Normal,118000,FALSE
443,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,PConc,TA,TA,No,Unf,0,1078,GasA,TA,Y,SBrkr,1128,445,3,1,TA,8,Typ,1,Gd,Detchd,1930,2,360,TA,P,0,0,NA,NA,6,2008,WD,Normal,162900,FALSE
444,120,RL,53,3922,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,PConc,Ex,TA,Av,Unf,0,1258,GasA,Ex,Y,SBrkr,1258,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007,3,648,TA,Y,144,0,NA,NA,6,2007,New,Partial,172500,FALSE
445,60,RL,70,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,642,915,GasA,Ex,Y,SBrkr,933,975,4,1,Gd,8,Typ,1,TA,Attchd,1994,2,493,TA,Y,144,0,NA,NA,7,2008,WD,Normal,210000,TRUE
446,20,RL,73,9855,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,CBlock,TA,TA,No,Unf,0,1436,GasA,Fa,Y,SBrkr,1689,0,3,1,TA,7,Typ,1,Gd,Attchd,1956,2,480,TA,Y,0,0,NA,MnPrv,11,2009,COD,Normal,127500,FALSE
447,20,RL,137,16492,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,"NAmes",PosA,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,CBlock,TA,TA,No,ALQ,247,1517,GasA,Ex,Y,SBrkr,1888,0,2,1,Gd,6,Mod,1,Gd,Attchd,1966,2,578,TA,Y,0,0,NA,NA,6,2010,WD,Normal,190000,TRUE
448,60,RL,NA,11214,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,930,GasA,Gd,Y,SBrkr,956,930,4,1,Gd,10,Typ,1,TA,Attchd,1998,2,431,TA,Y,89,0,NA,NA,7,2006,WD,Normal,199900,TRUE
449,50,RM,50,8600,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,BrkTil,TA,TA,No,Unf,0,780,GasA,TA,Y,SBrkr,780,596,3,1,TA,7,Typ,1,Gd,Detchd,1937,1,198,TA,N,0,0,NA,NA,6,2006,WD,Normal,119500,FALSE
450,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,CBlock,TA,TA,No,ALQ,331,649,GasA,Ex,Y,SBrkr,679,504,2,1,TA,6,Typ,0,NA,Detchd,1981,1,308,TA,Y,0,0,NA,NA,6,2007,WD,Normal,120000,FALSE
451,30,RM,70,5684,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,BrkTil,TA,TA,No,Unf,0,813,GasA,Ex,Y,FuseA,813,0,2,1,Gd,5,Typ,0,NA,Detchd,1932,1,270,Fa,N,0,0,NA,NA,6,2006,WD,Normal,110000,FALSE
452,20,RL,62,70761,Pave,NA,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,CBlock,Gd,TA,Gd,ALQ,655,1533,GasA,TA,Y,SBrkr,1533,0,2,1,Gd,5,Typ,2,TA,Attchd,1975,2,576,TA,Y,200,0,NA,NA,12,2006,WD,Normal,280000,TRUE
453,60,RL,NA,9303,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,PConc,Ex,TA,No,ALQ,742,872,GasA,Ex,Y,SBrkr,888,868,3,1,TA,7,Typ,0,NA,Attchd,1996,2,422,TA,Y,144,0,NA,NA,7,2007,WD,Normal,204000,TRUE
454,60,FV,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,768,GasA,Ex,Y,SBrkr,786,804,3,1,Gd,6,Typ,0,NA,Attchd,2008,2,676,TA,Y,0,0,NA,NA,6,2009,WD,Normal,210000,TRUE
455,90,RL,63,9297,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Duplex,1Story,5,5,1976,1976,Gable,CompShg,Plywood,CBlock,TA,TA,No,ALQ,1606,1728,GasA,TA,Y,SBrkr,1728,0,4,2,TA,8,Typ,0,NA,Detchd,1976,2,560,TA,Y,0,0,NA,NA,7,2006,WD,Family,188000,TRUE
456,20,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,CBlock,TA,TA,No,ALQ,916,1242,GasA,Fa,Y,SBrkr,1242,0,3,1,TA,6,Typ,1,TA,Attchd,1973,2,528,TA,Y,0,0,NA,NA,9,2007,WD,Normal,175500,FALSE
457,70,RM,34,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,BrkTil,TA,TA,No,Unf,0,624,GasA,Fa,N,SBrkr,624,720,4,1,TA,7,Typ,0,NA,Detchd,1916,3,513,Fa,Y,0,0,NA,NA,5,2008,COD,Abnorml,98000,FALSE
458,20,RL,NA,53227,Pave,NA,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,CBlock,Gd,TA,Gd,BLQ,1116,1364,GasA,Ex,Y,SBrkr,1663,0,2,1,Gd,6,Min1,2,Gd,Attchd,1954,2,529,TA,Y,224,0,NA,NA,3,2008,WD,Normal,256000,TRUE
459,70,RM,NA,5100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,PConc,TA,TA,No,Unf,0,588,GasA,Fa,Y,SBrkr,833,833,3,1,Gd,7,Typ,1,Gd,Detchd,1925,1,228,TA,Y,192,0,NA,MnPrv,6,2008,WD,Normal,161000,FALSE
460,50,RL,NA,7015,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,CBlock,TA,TA,No,LwQ,185,709,GasA,TA,Y,SBrkr,979,224,3,1,Gd,5,Typ,1,TA,Detchd,1950,1,352,TA,Y,0,0,NA,NA,7,2009,WD,Normal,110000,FALSE
461,60,FV,75,8004,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,1Fam,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,PConc,Gd,TA,No,GLQ,544,832,GasA,Ex,Y,SBrkr,832,1103,3,1,TA,8,Typ,0,NA,BuiltIn,2009,2,552,TA,Y,0,0,NA,NA,12,2009,New,Partial,263435,TRUE
462,70,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,PConc,Gd,Gd,No,ALQ,350,560,GasA,Ex,Y,SBrkr,575,560,3,1,Gd,6,Typ,0,NA,Detchd,1971,2,576,TA,Y,256,0,NA,MnPrv,4,2009,WD,Normal,155000,FALSE
463,20,RL,60,8281,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,CBlock,TA,TA,No,Rec,553,864,GasA,Gd,Y,SBrkr,864,0,3,1,TA,5,Typ,1,Po,Detchd,1965,1,360,TA,Y,0,0,NA,GdWo,12,2009,WD,Normal,62383,FALSE
464,70,RL,74,11988,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,CBlock,TA,TA,No,LwQ,326,715,GasA,Fa,Y,FuseA,849,811,3,1,TA,6,Typ,1,Gd,Detchd,1939,1,240,TA,Y,0,0,NA,NA,8,2008,WD,Normal,188700,TRUE
465,20,RL,60,8430,Pave,NA,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,CBlock,Gd,TA,No,Rec,616,1040,GasA,TA,Y,SBrkr,1040,0,3,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,Y,0,0,NA,NA,8,2009,WD,Normal,124000,FALSE
466,120,RM,NA,3072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,1375,GasA,Ex,Y,SBrkr,1414,0,2,1,Gd,6,Typ,1,TA,Attchd,2004,2,398,TA,Y,144,0,NA,NA,5,2006,WD,Normal,178740,FALSE
467,20,RL,85,10628,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,CBlock,TA,Gd,Gd,GLQ,778,1277,GasA,TA,Y,SBrkr,1277,0,2,1,TA,5,Typ,1,Po,Attchd,1970,2,526,TA,Y,0,0,NA,GdWo,4,2007,WD,Normal,167000,FALSE
468,70,RL,79,9480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,"NAmes",Artery,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,CBlock,TA,TA,No,LwQ,386,728,GasA,Ex,Y,SBrkr,888,756,3,1,Gd,7,Typ,2,Gd,Attchd,1942,1,312,TA,Y,168,0,NA,NA,6,2007,WD,Normal,146500,FALSE
469,20,RL,98,11428,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,No,Unf,0,1626,GasA,Ex,Y,SBrkr,1634,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,3,866,TA,Y,0,0,NA,NA,5,2007,WD,Normal,250000,TRUE
470,60,RL,76,9291,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,PConc,Gd,TA,No,GLQ,426,832,GasA,Ex,Y,SBrkr,832,878,3,1,Gd,7,Typ,0,NA,Attchd,1993,2,506,TA,Y,144,0,NA,NA,6,2008,WD,Normal,187000,TRUE
471,120,RL,NA,6820,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,PConc,Gd,TA,Av,GLQ,368,1488,GasA,TA,Y,SBrkr,1502,0,1,1,Gd,4,Typ,0,NA,Attchd,1985,2,528,TA,Y,0,0,NA,NA,6,2010,WD,Normal,212000,TRUE
472,60,RL,92,11952,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,CBlock,Gd,TA,No,Unf,0,808,GasA,TA,Y,SBrkr,1161,808,3,1,TA,8,Typ,1,Gd,Attchd,1977,2,534,TA,Y,0,0,NA,NA,11,2007,WD,Normal,190000,TRUE
473,180,RM,35,3675,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,Gd,GLQ,459,547,GasA,Ex,Y,SBrkr,1072,0,2,1,TA,5,Typ,0,NA,Basment,2005,2,525,TA,Y,0,0,NA,NA,6,2008,WD,Normal,148000,FALSE
474,20,RL,110,14977,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,PConc,Ex,TA,Gd,GLQ,1350,1976,GasA,Ex,Y,SBrkr,1976,0,2,1,Gd,7,Typ,1,Ex,Attchd,2006,3,908,TA,Y,250,0,NA,NA,7,2007,New,Partial,440000,TRUE
475,120,RL,41,5330,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,PConc,Gd,TA,Av,GLQ,1196,1494,GasA,Ex,Y,SBrkr,1652,0,2,1,Ex,6,Typ,0,NA,Attchd,2000,2,499,TA,Y,96,0,NA,NA,8,2007,WD,Normal,251000,TRUE
476,20,RL,80,8480,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,CBlock,TA,TA,No,GLQ,630,970,GasA,TA,Y,SBrkr,970,0,2,1,TA,5,Typ,0,NA,Detchd,1996,2,624,TA,Y,0,0,NA,NA,7,2007,WD,Normal,132500,FALSE
477,20,RL,75,13125,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,PConc,Gd,TA,Gd,GLQ,994,1478,GasA,Ex,Y,SBrkr,1493,0,3,1,Gd,7,Typ,1,TA,Attchd,1997,2,508,TA,Y,140,0,NA,NA,4,2008,WD,Normal,208900,TRUE
478,60,RL,105,13693,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,PConc,Gd,TA,Av,Unf,0,2153,GasA,Ex,Y,SBrkr,2069,574,3,1,Ex,9,Typ,1,Gd,BuiltIn,2006,3,694,TA,Y,414,0,NA,NA,3,2007,WD,Normal,380000,TRUE
479,20,RL,79,10637,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,PConc,Ex,TA,Gd,GLQ,1288,1705,GasA,Ex,Y,SBrkr,1718,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,3,826,TA,Y,208,0,NA,NA,9,2009,WD,Normal,297000,TRUE
480,30,RM,50,5925,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,BrkTil,Fa,TA,No,Rec,168,907,GasA,TA,Y,SBrkr,1131,0,2,1,TA,7,Typ,0,NA,Detchd,1995,2,672,TA,Y,0,0,NA,MnPrv,3,2007,WD,Alloca,89471,FALSE
481,20,RL,98,16033,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,PConc,Ex,TA,Gd,GLQ,1261,1833,GasA,Ex,Y,SBrkr,1850,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004,3,772,TA,Y,519,0,NA,NA,3,2006,WD,Normal,326000,TRUE
482,20,RL,72,11846,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,PConc,Ex,TA,Gd,GLQ,1567,1792,GasA,Ex,Y,SBrkr,1792,0,2,1,Ex,6,Typ,1,Gd,Attchd,2003,3,874,TA,Y,206,0,NA,NA,8,2006,WD,Normal,374000,TRUE
483,70,RM,50,2500,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,PConc,TA,TA,No,ALQ,299,910,GasA,Ex,Y,SBrkr,916,910,4,1,Ex,7,Min2,1,Gd,Attchd,1915,1,164,Fa,Y,0,0,NA,NA,6,2009,WD,Normal,155000,FALSE
484,120,RM,32,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,PConc,Ex,TA,No,GLQ,897,1216,GasA,Ex,Y,SBrkr,1216,0,2,1,TA,5,Typ,0,NA,Attchd,1998,2,402,TA,Y,0,0,NA,NA,5,2006,WD,Normal,164000,FALSE
485,20,RL,NA,7758,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,CBlock,TA,TA,No,ALQ,588,999,GasA,Gd,Y,SBrkr,999,0,3,1,Gd,6,Typ,0,NA,Detchd,1963,1,264,TA,Y,0,0,NA,NA,3,2007,WD,Normal,132500,FALSE
